EmployeeID,Gender,Age,IndigenousIdentity,DisabilityStatus,Role,WARegion,EmploymentType,Status,CommencementDate,SeparationDate,FTE
ED102051,Female,44,No,No,Teacher,South Metro,Permanent Full-Time,Active,2007-12-31,,1.0
ED102052,Female,47,No,No,Teacher,South West,Permanent Part-Time,Active,2025-05-07,,0.6
ED102053,Male,37,No,No,School Administrator,South Metro,Permanent Full-Time,Active,2025-10-04,,1.0
ED102054,Male,30,No,No,Education Assistant,South Metro,Fixed Term,Active,2017-12-06,,1.0
ED102055,Female,33,No,No,Principal,North Metro,Permanent Full-Time,Active,2015-07-21,,1.0
ED102056,Male,53,No,No,Teacher,Mid West,Permanent Full-Time,Active,2003-02-04,,1.0
ED102057,Female,67,No,No,Teacher,North Metro,Fixed Term,Active,1998-12-18,,1.0
ED102058,Female,60,No,No,Principal,South West,Permanent Part-Time,Terminated,2003-08-03,2021-02-11,0.6
ED102059,Female,27,No,No,Teacher,South West,Permanent Full-Time,Active,2024-04-12,,1.0
ED102060,Male,54,No,No,Teacher,South West,Permanent Full-Time,Active,2025-04-27,,1.0
ED102061,Male,36,No,No,Teacher,South Metro,Permanent Part-Time,Active,2022-05-03,,0.6
ED102062,Female,37,No,No,Education Assistant,Goldfields,Permanent Full-Time,Terminated,2010-06-20,2019-11-27,1.0
ED102063,Female,38,No,No,Teacher,Mid West,Fixed Term,Active,2024-10-03,,1.0
ED102064,Male,52,No,No,Teacher,North Metro,Casual,Active,1997-01-22,,0.2
ED102065,Female,55,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2019-06-12,,1.0
ED102066,Female,42,No,No,Teacher,North Metro,Permanent Part-Time,Active,2014-03-27,,0.6
ED102067,Male,43,No,No,Teacher,South Metro,Fixed Term,Active,2017-03-12,,1.0
ED102068,Male,49,No,No,Teacher,North Metro,Permanent Full-Time,Active,2024-08-25,,1.0
ED102069,Female,50,No,No,Teacher,North Metro,Casual,Active,2000-06-23,,0.2
ED102070,Female,58,No,No,Education Assistant,South Metro,Permanent Part-Time,Active,2006-01-13,,0.6
ED102071,Female,28,No,No,Teacher,South Metro,Permanent Full-Time,Active,2021-02-08,,1.0
ED102072,Female,44,No,No,Teacher,South Metro,Permanent Part-Time,Active,2010-10-05,,0.6
ED102073,Male,31,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2020-10-29,,1.0
ED102074,Female,43,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2024-05-13,,1.0
ED102075,Male,41,No,No,Education Assistant,North Metro,Permanent Part-Time,Active,2025-03-11,,0.6
ED102076,Female,43,No,No,Teacher,South Metro,Permanent Full-Time,Active,2016-06-21,,1.0
ED102077,Female,34,No,No,Teacher,South Metro,Permanent Part-Time,Active,2015-06-20,,0.6
ED102078,Female,26,No,No,School Administrator,South Metro,Permanent Full-Time,Terminated,2022-03-24,2023-01-02,1.0
ED102079,Male,21,No,No,Education Assistant,Pilbara,Permanent Full-Time,Active,2025-09-01,,1.0
ED102080,Female,42,No,No,Teacher,North Metro,Permanent Part-Time,Active,2008-03-09,,0.6
ED102081,Female,38,No,No,Teacher,Pilbara,Casual,Active,2011-10-27,,0.2
ED102082,Female,35,No,No,Teacher,South Metro,Fixed Term,Active,2015-07-07,,1.0
ED102083,Female,59,No,No,Aboriginal Education Officer,South Metro,Fixed Term,Active,2004-04-02,,1.0
ED102084,Female,33,Yes,No,Teacher,South Metro,Permanent Full-Time,Active,2025-10-03,,1.0
ED102085,Female,61,No,No,Teacher,North Metro,Fixed Term,Terminated,1996-08-12,2023-05-04,1.0
ED102086,Female,63,No,No,Teacher,Goldfields,Permanent Full-Time,Active,2002-06-05,,1.0
ED102087,Female,21,No,No,Principal,South Metro,Permanent Full-Time,Active,2025-10-03,,1.0
ED102088,Female,45,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2017-01-28,,1.0
ED102089,Female,39,No,Yes,Teacher,North Metro,Fixed Term,Active,2011-05-06,,1.0
ED102090,Female,21,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2025-06-29,,1.0
ED102091,Female,26,No,No,School Administrator,South West,Permanent Full-Time,Terminated,2021-06-12,2026-02-14,1.0
ED102092,Female,53,No,No,Teacher,Goldfields,Permanent Full-Time,Active,1994-09-03,,1.0
ED102093,Male,67,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2001-03-08,2020-04-06,1.0
ED102094,Female,54,Yes,No,Teacher,South Metro,Fixed Term,Active,2023-06-21,,1.0
ED102095,Female,47,No,Yes,Education Assistant,South Metro,Permanent Full-Time,Active,2020-03-14,,1.0
ED102096,Female,43,No,No,Lead Teacher,Wheatbelt,Permanent Full-Time,Active,2004-07-25,,1.0
ED102097,Male,64,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,1996-06-19,,1.0
ED102098,Male,67,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2011-02-19,,1.0
ED102099,Female,36,No,No,Teacher,South West,Permanent Full-Time,Terminated,2016-05-25,2019-09-11,1.0
ED102100,Female,21,No,No,Aboriginal Education Officer,North Metro,Permanent Full-Time,Active,2026-03-06,,1.0
ED102101,Female,21,No,No,Teacher,North Metro,Permanent Full-Time,Active,2025-10-08,,1.0
ED102102,Male,59,No,No,Teacher,South West,Permanent Full-Time,Active,2009-09-06,,1.0
ED102103,Male,43,No,No,Deputy Principal,South Metro,Fixed Term,Active,2017-04-04,,1.0
ED102104,Female,46,No,No,Education Assistant,North Metro,Casual,Active,2013-03-06,,0.2
ED102105,Male,22,No,No,Teacher,North Metro,Permanent Full-Time,Active,2026-01-23,,1.0
ED102106,Male,34,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2023-01-16,,1.0
ED102107,Female,40,No,No,Aboriginal Education Officer,North Metro,Permanent Part-Time,Active,2018-02-01,,0.6
ED102108,Female,46,No,No,Teacher,South West,Permanent Full-Time,Active,2019-05-02,,1.0
ED102109,Female,39,No,No,School Administrator,South Metro,Permanent Full-Time,Active,2009-01-06,,1.0
ED102110,Female,31,No,No,Teacher,Kimberley,Permanent Full-Time,Active,2019-06-30,,1.0
ED102111,Male,34,No,No,Teacher,South West,Fixed Term,Active,2015-02-27,,1.0
ED102112,Female,58,Yes,No,Teacher,South Metro,Permanent Part-Time,Active,2022-06-30,,0.6
ED102113,Male,46,No,No,Aboriginal Education Officer,North Metro,Permanent Full-Time,Active,2025-05-17,,1.0
ED102114,Non-binary,51,No,No,Principal,South Metro,Permanent Full-Time,Active,2018-06-22,,1.0
ED102115,Female,33,No,No,Teacher,South West,Permanent Full-Time,Active,2023-01-03,,1.0
ED102116,Female,21,No,No,Teacher,Mid West,Permanent Full-Time,Active,2025-06-04,,1.0
ED102117,Male,37,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2010-06-11,,1.0
ED102118,Male,33,No,No,Teacher,Kimberley,Fixed Term,Active,2022-02-02,,1.0
ED102119,Male,48,No,No,Aboriginal Education Officer,South Metro,Permanent Full-Time,Terminated,2016-06-29,2020-04-16,1.0
ED102120,Female,67,No,No,Education Assistant,South West,Permanent Full-Time,Terminated,2021-01-12,2025-05-16,1.0
ED102121,Female,52,No,No,Teacher,North Metro,Permanent Full-Time,Active,2005-08-21,,1.0
ED102122,Female,67,No,No,School Administrator,South Metro,Permanent Full-Time,Active,2021-08-06,,1.0
ED102123,Male,50,No,No,Teacher,Wheatbelt,Casual,Active,2024-12-12,,0.2
ED102124,Female,36,No,No,School Administrator,South Metro,Permanent Full-Time,Active,2022-06-19,,1.0
ED102125,Male,48,No,No,Principal,South Metro,Permanent Full-Time,Active,2018-11-20,,1.0
ED102126,Female,65,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2010-10-13,,1.0
ED102127,Male,65,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2016-06-11,2022-06-20,1.0
ED102128,Female,37,No,No,Aboriginal Education Officer,North Metro,Fixed Term,Active,2012-07-10,,1.0
ED102129,Female,47,No,No,Teacher,South West,Permanent Full-Time,Active,2012-10-03,,1.0
ED102130,Female,26,No,No,Teacher,North Metro,Permanent Full-Time,Active,2024-08-14,,1.0
ED102131,Female,53,No,No,Teacher,South Metro,Permanent Full-Time,Active,2006-07-26,,1.0
ED102132,Female,62,No,No,Lead Teacher,Goldfields,Permanent Part-Time,Active,2026-02-16,,0.6
ED102133,Female,44,No,No,Teacher,North Metro,Permanent Part-Time,Active,2025-10-17,,0.6
ED102134,Female,35,No,No,Deputy Principal,South Metro,Permanent Part-Time,Active,2013-07-06,,0.6
ED102135,Female,48,No,No,Aboriginal Education Officer,Pilbara,Permanent Full-Time,Active,2013-01-03,,1.0
ED102136,Male,49,No,No,Teacher,Wheatbelt,Fixed Term,Active,2001-04-29,,1.0
ED102137,Female,44,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2015-10-05,,1.0
ED102138,Female,46,No,No,Teacher,Goldfields,Permanent Full-Time,Active,2024-08-13,,1.0
ED102139,Male,41,No,No,Education Assistant,North Metro,Permanent Part-Time,Active,2024-02-20,,0.6
ED102140,Female,55,No,No,Education Assistant,South West,Permanent Full-Time,Active,2019-08-13,,1.0
ED102141,Male,52,No,No,Teacher,North Metro,Permanent Full-Time,Active,2022-08-11,,1.0
ED102142,Female,32,Yes,No,Deputy Principal,Mid West,Permanent Full-Time,Active,2020-01-29,,1.0
ED102143,Female,31,No,No,Teacher,North Metro,Permanent Full-Time,Active,2021-01-21,,1.0
ED102144,Female,40,No,No,Teacher,South West,Permanent Full-Time,Active,2020-08-14,,1.0
ED102145,Female,52,No,No,Education Assistant,Kimberley,Permanent Part-Time,Active,2001-10-10,,0.6
ED102146,Female,45,No,No,Teacher,Pilbara,Permanent Full-Time,Terminated,2006-12-17,2020-07-15,1.0
ED102147,Female,36,No,No,Teacher,North Metro,Permanent Part-Time,Active,2017-05-23,,0.6
ED102148,Female,47,No,No,Teacher,South Metro,Fixed Term,Terminated,2001-03-13,2009-05-26,1.0
ED102149,Female,40,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2024-02-22,,1.0
ED102150,Female,54,No,No,Teacher,Pilbara,Permanent Full-Time,Active,2004-01-23,,1.0
ED102151,Female,47,No,No,Teacher,North Metro,Fixed Term,Terminated,2005-11-07,2009-06-05,1.0
ED102152,Female,40,No,No,Deputy Principal,Great Southern,Permanent Part-Time,Terminated,2021-07-07,2023-10-19,0.6
ED102153,Female,46,No,No,Education Assistant,South West,Permanent Full-Time,Active,2006-04-21,,1.0
ED102154,Female,59,No,No,Teacher,North Metro,Permanent Full-Time,Active,2001-10-27,,1.0
ED102155,Female,37,No,No,Teacher,Wheatbelt,Permanent Part-Time,Active,2022-12-07,,0.6
ED102156,Female,48,No,No,Teacher,South Metro,Permanent Full-Time,Active,2001-07-12,,1.0
ED102157,Female,43,No,No,Teacher,South Metro,Permanent Part-Time,Active,2012-06-12,,0.6
ED102158,Female,49,No,No,Teacher,North Metro,Permanent Full-Time,Active,2005-05-17,,1.0
ED102159,Female,36,No,No,Education Assistant,South Metro,Permanent Part-Time,Terminated,2012-06-29,2013-08-22,0.6
ED102160,Female,45,No,No,Principal,Kimberley,Permanent Full-Time,Active,2005-12-09,,1.0
ED102161,Female,57,No,No,Lead Teacher,South Metro,Permanent Part-Time,Active,2014-10-08,,0.6
ED102162,Female,32,Yes,No,Teacher,South Metro,Casual,Active,2020-10-15,,0.2
ED102163,Female,28,No,No,Education Assistant,Kimberley,Permanent Full-Time,Active,2025-11-11,,1.0
ED102164,Female,28,No,No,Teacher,Kimberley,Permanent Part-Time,Active,2026-03-23,,0.6
ED102165,Female,29,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2020-06-14,,1.0
ED102166,Male,51,No,No,Lead Teacher,Wheatbelt,Permanent Full-Time,Terminated,2016-05-25,2019-01-21,1.0
ED102167,Male,27,No,No,Teacher,South Metro,Fixed Term,Active,2024-11-30,,1.0
ED102168,Female,40,No,No,Principal,North Metro,Permanent Full-Time,Active,2013-01-25,,1.0
ED102169,Female,51,No,No,Teacher,North Metro,Permanent Full-Time,Active,2014-06-12,,1.0
ED102170,Female,48,Yes,No,Deputy Principal,South Metro,Permanent Full-Time,Active,2005-01-07,,1.0
ED102171,Male,39,No,No,Teacher,South West,Permanent Full-Time,Active,2017-11-25,,1.0
ED102172,Female,46,No,No,Teacher,South Metro,Permanent Part-Time,Terminated,2025-01-09,2025-09-07,0.6
ED102173,Male,45,No,No,Education Assistant,Pilbara,Permanent Full-Time,Active,2006-04-07,,1.0
ED102174,Female,41,No,No,Teacher,North Metro,Permanent Full-Time,Active,2013-04-21,,1.0
ED102175,Female,41,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2012-06-26,,1.0
ED102176,Female,67,No,No,Teacher,Great Southern,Permanent Full-Time,Active,1996-01-22,,1.0
ED102177,Female,53,No,No,Lead Teacher,Mid West,Permanent Full-Time,Active,2001-05-20,,1.0
ED102178,Female,67,No,No,Deputy Principal,North Metro,Permanent Part-Time,Terminated,1994-10-29,2021-07-04,0.6
ED102179,Female,38,No,No,Teacher,South Metro,Permanent Full-Time,Active,2012-06-19,,1.0
ED102180,Female,42,No,No,Teacher,North Metro,Permanent Full-Time,Active,2006-04-19,,1.0
ED102181,Male,28,No,No,Teacher,South Metro,Permanent Part-Time,Active,2021-01-24,,0.6
ED102182,Female,34,No,No,Teacher,Mid West,Permanent Full-Time,Active,2018-08-13,,1.0
ED102183,Female,66,No,No,Teacher,Mid West,Permanent Full-Time,Terminated,1995-01-24,2012-01-30,1.0
ED102184,Female,37,No,No,Principal,North Metro,Permanent Part-Time,Active,2010-10-13,,0.6
ED102185,Female,67,No,No,School Administrator,South West,Permanent Full-Time,Active,2009-07-12,,1.0
ED102186,Female,29,No,No,Education Assistant,South Metro,Permanent Full-Time,Terminated,2018-08-26,2020-06-24,1.0
ED102187,Female,31,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2022-05-22,,1.0
ED102188,Female,39,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2020-02-15,,1.0
ED102189,Female,43,No,No,Principal,South Metro,Permanent Full-Time,Active,2022-11-19,,1.0
ED102190,Female,55,No,No,Teacher,South Metro,Casual,Active,1993-01-13,,0.2
ED102191,Female,49,No,Yes,Aboriginal Education Officer,South Metro,Permanent Full-Time,Active,2001-03-01,,1.0
ED102192,Male,39,No,Yes,Principal,South Metro,Permanent Part-Time,Active,2014-04-01,,0.6
ED102193,Female,42,No,No,Lead Teacher,North Metro,Fixed Term,Active,2011-10-26,,1.0
ED102194,Female,40,No,No,Teacher,Mid West,Permanent Part-Time,Active,2020-01-31,,0.6
ED102195,Female,33,No,No,Teacher,South Metro,Permanent Full-Time,Active,2023-03-24,,1.0
ED102196,Male,33,No,No,Teacher,North Metro,Permanent Full-Time,Active,2017-03-17,,1.0
ED102197,Female,56,No,No,Education Assistant,Pilbara,Permanent Full-Time,Active,1994-04-19,,1.0
ED102198,Female,22,No,No,Teacher,South West,Fixed Term,Active,2026-04-11,,1.0
ED102199,Female,63,No,No,Teacher,South West,Permanent Full-Time,Terminated,2022-09-15,2023-11-10,1.0
ED102200,Female,39,No,No,School Administrator,South Metro,Fixed Term,Active,2014-07-16,,1.0
ED102201,Male,34,No,No,Teacher,North Metro,Permanent Full-Time,Active,2017-11-26,,1.0
ED102202,Female,52,No,No,Teacher,South Metro,Fixed Term,Active,2014-07-09,,1.0
ED102203,Male,61,No,No,Teacher,North Metro,Permanent Full-Time,Active,2017-11-22,,1.0
ED102204,Female,57,No,No,Education Assistant,South West,Fixed Term,Active,1999-10-18,,1.0
ED102205,Female,50,No,No,Aboriginal Education Officer,North Metro,Permanent Full-Time,Active,1997-09-09,,1.0
ED102206,Male,57,No,No,Teacher,North Metro,Permanent Part-Time,Active,2002-10-28,,0.6
ED102207,Female,23,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2024-11-11,,1.0
ED102208,Female,37,No,No,Teacher,South Metro,Permanent Part-Time,Active,2012-05-20,,0.6
ED102209,Female,33,No,No,Aboriginal Education Officer,Mid West,Permanent Part-Time,Active,2025-03-29,,0.6
ED102210,Female,58,No,No,Education Assistant,South Metro,Permanent Full-Time,Terminated,2015-12-04,2020-03-09,1.0
ED102211,Female,39,No,No,Education Assistant,North Metro,Permanent Full-Time,Terminated,2010-09-01,2011-06-21,1.0
ED102212,Non-binary,54,No,No,Teacher,North Metro,Permanent Full-Time,Active,2009-08-30,,1.0
ED102213,Male,50,No,No,School Administrator,South Metro,Permanent Full-Time,Active,2012-03-07,,1.0
ED102214,Female,33,No,No,Deputy Principal,North Metro,Permanent Part-Time,Active,2025-03-08,,0.6
ED102215,Female,36,No,No,Teacher,South Metro,Permanent Full-Time,Active,2012-11-18,,1.0
ED102216,Female,59,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2026-02-15,,1.0
ED102217,Female,34,No,No,Teacher,Kimberley,Permanent Part-Time,Active,2020-02-20,,0.6
ED102218,Female,45,No,No,Education Assistant,South West,Permanent Full-Time,Active,2010-01-03,,1.0
ED102219,Female,34,No,No,Teacher,South West,Casual,Active,2019-07-15,,0.2
ED102220,Female,40,No,No,Deputy Principal,South West,Permanent Full-Time,Active,2010-11-19,,1.0
ED102221,Female,43,No,No,Teacher,North Metro,Permanent Full-Time,Active,2006-03-13,,1.0
ED102222,Female,34,No,No,Teacher,North Metro,Permanent Full-Time,Active,2025-04-19,,1.0
ED102223,Female,32,No,No,Teacher,North Metro,Permanent Full-Time,Active,2026-01-31,,1.0
ED102224,Male,47,No,No,Teacher,South West,Permanent Full-Time,Active,2026-04-20,,1.0
ED102225,Female,33,No,No,Teacher,Great Southern,Permanent Full-Time,Active,2016-02-07,,1.0
ED102226,Female,34,No,No,Teacher,Wheatbelt,Permanent Full-Time,Active,2025-07-31,,1.0
ED102227,Female,32,No,No,Lead Teacher,North Metro,Permanent Full-Time,Terminated,2024-04-28,2025-11-04,1.0
ED102228,Female,43,Yes,No,Teacher,South West,Permanent Full-Time,Active,2011-07-29,,1.0
ED102229,Female,55,No,No,Teacher,South Metro,Permanent Full-Time,Active,2019-07-13,,1.0
ED102230,Female,62,No,No,Education Assistant,North Metro,Permanent Part-Time,Terminated,2000-12-18,2016-01-27,0.6
ED102231,Male,35,No,No,Teacher,South Metro,Casual,Active,2020-01-13,,0.2
ED102232,Female,67,No,No,Aboriginal Education Officer,North Metro,Casual,Terminated,2014-04-07,2014-11-19,0.2
ED102233,Female,31,No,No,Education Assistant,South Metro,Fixed Term,Active,2020-05-19,,1.0
ED102234,Female,57,No,No,Principal,North Metro,Fixed Term,Active,2017-03-15,,1.0
ED102235,Male,35,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2024-03-28,,1.0
ED102236,Male,33,No,No,Aboriginal Education Officer,South Metro,Permanent Full-Time,Active,2022-05-01,,1.0
ED102237,Male,35,No,No,Teacher,Wheatbelt,Permanent Full-Time,Active,2019-08-03,,1.0
ED102238,Female,43,No,No,Teacher,Goldfields,Permanent Part-Time,Terminated,2010-06-01,2021-03-18,0.6
ED102239,Non-binary,50,No,No,Teacher,South Metro,Fixed Term,Active,2001-09-30,,1.0
ED102240,Female,52,No,No,Education Assistant,Mid West,Permanent Full-Time,Active,2005-10-21,,1.0
ED102241,Female,32,No,Yes,Teacher,South West,Permanent Full-Time,Active,2021-12-03,,1.0
ED102242,Male,32,Yes,No,Lead Teacher,North Metro,Permanent Part-Time,Terminated,2015-10-14,2026-05-04,0.6
ED102243,Male,33,No,No,School Administrator,South Metro,Permanent Full-Time,Terminated,2015-09-30,2016-11-14,1.0
ED102244,Female,42,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2016-04-21,,1.0
ED102245,Female,41,No,No,Teacher,North Metro,Permanent Full-Time,Active,2013-10-01,,1.0
ED102246,Female,32,No,No,Teacher,Goldfields,Casual,Active,2020-06-19,,0.2
ED102247,Female,47,No,No,Education Assistant,Wheatbelt,Permanent Full-Time,Active,2021-09-05,,1.0
ED102248,Female,67,No,No,Lead Teacher,North Metro,Permanent Full-Time,Terminated,2020-04-10,2025-11-19,1.0
ED102249,Male,37,No,No,Teacher,Mid West,Permanent Full-Time,Active,2025-11-22,,1.0
ED102250,Female,38,No,No,Teacher,Wheatbelt,Permanent Full-Time,Active,2025-11-02,,1.0
ED102251,Male,50,No,No,Aboriginal Education Officer,South West,Permanent Full-Time,Active,2004-05-19,,1.0
ED102252,Male,37,No,No,Principal,North Metro,Permanent Full-Time,Active,2016-11-27,,1.0
ED102253,Female,52,No,No,Education Assistant,South West,Permanent Full-Time,Active,2022-08-02,,1.0
ED102254,Male,35,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2026-01-13,,1.0
ED102255,Female,65,No,No,Lead Teacher,South Metro,Permanent Full-Time,Terminated,2017-12-16,2019-02-24,1.0
ED102256,Female,48,No,No,Teacher,North Metro,Permanent Full-Time,Active,2022-04-10,,1.0
ED102257,Female,36,No,No,Teacher,North Metro,Fixed Term,Active,2018-01-27,,1.0
ED102258,Female,36,No,No,Teacher,Kimberley,Permanent Full-Time,Active,2013-12-24,,1.0
ED102259,Male,37,No,No,Teacher,South Metro,Permanent Full-Time,Active,2020-01-15,,1.0
ED102260,Male,60,No,No,Education Assistant,North Metro,Fixed Term,Terminated,2012-04-23,2021-08-20,1.0
ED102261,Female,28,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2023-08-03,,1.0
ED102262,Male,35,No,No,Aboriginal Education Officer,Goldfields,Permanent Full-Time,Active,2021-03-27,,1.0
ED102263,Female,37,No,No,Teacher,North Metro,Permanent Full-Time,Active,2018-01-22,,1.0
ED102264,Male,43,No,No,Lead Teacher,Mid West,Fixed Term,Active,2005-10-08,,1.0
ED102265,Female,40,No,No,Lead Teacher,North Metro,Fixed Term,Active,2023-01-11,,1.0
ED102266,Female,26,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2023-05-24,,1.0
ED102267,Female,39,No,No,Deputy Principal,South Metro,Permanent Part-Time,Active,2022-09-19,,0.6
ED102268,Female,42,No,No,Teacher,South Metro,Permanent Full-Time,Active,2010-03-22,,1.0
ED102269,Female,36,No,No,Teacher,South Metro,Fixed Term,Active,2021-12-06,,1.0
ED102270,Male,52,No,No,Teacher,North Metro,Permanent Full-Time,Active,2002-04-18,,1.0
ED102271,Female,55,No,No,Teacher,Great Southern,Fixed Term,Active,2003-06-09,,1.0
ED102272,Male,43,No,No,Teacher,South Metro,Permanent Full-Time,Active,2024-03-09,,1.0
ED102273,Female,46,No,No,Principal,North Metro,Permanent Full-Time,Active,2006-07-10,,1.0
ED102274,Female,21,Yes,No,School Administrator,South Metro,Permanent Full-Time,Active,2025-08-16,,1.0
ED102275,Female,38,No,No,Lead Teacher,Wheatbelt,Permanent Part-Time,Terminated,2018-02-23,2022-07-05,0.6
ED102276,Male,56,No,No,Education Assistant,North Metro,Permanent Part-Time,Active,2008-10-18,,0.6
ED102277,Female,38,No,No,Teacher,North Metro,Permanent Full-Time,Active,2011-04-03,,1.0
ED102278,Female,35,No,No,Lead Teacher,Pilbara,Permanent Part-Time,Active,2017-07-15,,0.6
ED102279,Female,67,No,No,Teacher,South Metro,Permanent Part-Time,Active,2024-09-28,,0.6
ED102280,Female,65,No,No,Teacher,South Metro,Permanent Part-Time,Terminated,2023-12-30,2025-11-19,0.6
ED102281,Male,49,No,No,Teacher,North Metro,Permanent Full-Time,Active,2016-06-23,,1.0
ED102282,Female,57,No,No,Teacher,North Metro,Permanent Full-Time,Active,2025-09-19,,1.0
ED102283,Female,21,No,No,Teacher,South Metro,Permanent Full-Time,Active,2025-06-23,,1.0
ED102284,Female,34,No,No,Teacher,North Metro,Permanent Full-Time,Active,2025-07-11,,1.0
ED102285,Male,38,No,No,Teacher,South Metro,Permanent Part-Time,Terminated,2014-10-01,2019-12-19,0.6
ED102286,Male,41,No,No,School Administrator,South Metro,Permanent Part-Time,Active,2006-07-18,,0.6
ED102287,Female,38,No,No,Teacher,North Metro,Permanent Part-Time,Terminated,2016-11-24,2024-10-30,0.6
ED102288,Female,21,No,No,Teacher,South West,Permanent Full-Time,Active,2025-11-27,,1.0
ED102289,Female,48,No,No,Teacher,Wheatbelt,Permanent Part-Time,Active,2013-11-23,,0.6
ED102290,Female,50,No,No,Lead Teacher,Kimberley,Permanent Full-Time,Terminated,2001-10-30,2014-12-02,1.0
ED102291,Female,63,No,No,Teacher,North Metro,Fixed Term,Active,1991-07-29,,1.0
ED102292,Male,34,No,No,Teacher,North Metro,Permanent Full-Time,Active,2023-01-04,,1.0
ED102293,Female,33,Yes,No,Teacher,South Metro,Permanent Part-Time,Active,2015-03-09,,0.6
ED102294,Female,21,No,No,Teacher,North Metro,Permanent Part-Time,Active,2025-08-03,,0.6
ED102295,Male,40,No,No,Teacher,Great Southern,Fixed Term,Active,2023-10-23,,1.0
ED102296,Female,54,No,No,Teacher,North Metro,Permanent Full-Time,Active,1999-02-17,,1.0
ED102297,Female,36,No,No,Teacher,South Metro,Permanent Full-Time,Active,2022-05-08,,1.0
ED102298,Female,67,No,No,Teacher,South Metro,Permanent Full-Time,Active,2003-12-20,,1.0
ED102299,Female,40,No,No,Teacher,South Metro,Permanent Full-Time,Active,2024-05-15,,1.0
ED102300,Male,45,Yes,No,Education Assistant,North Metro,Permanent Part-Time,Active,2002-09-23,,0.6
ED102301,Female,27,No,No,Lead Teacher,South Metro,Fixed Term,Active,2025-08-13,,1.0
ED102302,Female,47,No,No,Teacher,North Metro,Permanent Full-Time,Active,2010-05-09,,1.0
ED102303,Female,21,No,No,Teacher,South West,Permanent Full-Time,Active,2025-09-18,,1.0
ED102304,Male,52,No,No,School Administrator,North Metro,Fixed Term,Terminated,2004-12-06,2022-04-15,1.0
ED102305,Female,52,No,No,Teacher,South West,Permanent Full-Time,Active,2026-03-17,,1.0
ED102306,Female,60,No,No,Teacher,Wheatbelt,Permanent Full-Time,Active,2014-04-14,,1.0
ED102307,Male,31,No,No,Lead Teacher,North Metro,Fixed Term,Active,2019-03-29,,1.0
ED102308,Female,45,No,No,Teacher,Mid West,Fixed Term,Active,2004-10-13,,1.0
ED102309,Female,50,No,Yes,Teacher,North Metro,Permanent Full-Time,Terminated,2006-08-22,2024-09-16,1.0
ED102310,Female,49,No,No,Teacher,Great Southern,Permanent Full-Time,Active,2013-04-26,,1.0
ED102311,Female,33,Yes,No,Education Assistant,South Metro,Permanent Full-Time,Active,2023-07-29,,1.0
ED102312,Female,21,No,No,Teacher,North Metro,Permanent Full-Time,Active,2025-11-23,,1.0
ED102313,Female,48,No,No,Deputy Principal,South Metro,Permanent Full-Time,Active,2007-11-13,,1.0
ED102314,Female,42,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2014-09-21,,1.0
ED102315,Female,37,No,No,Teacher,Great Southern,Permanent Part-Time,Active,2018-01-18,,0.6
ED102316,Female,53,No,No,Teacher,North Metro,Permanent Part-Time,Active,2004-01-13,,0.6
ED102317,Female,43,No,No,Teacher,Goldfields,Fixed Term,Active,2004-06-07,,1.0
ED102318,Female,28,No,No,Teacher,South Metro,Permanent Full-Time,Active,2026-01-10,,1.0
ED102319,Male,21,No,No,Teacher,South West,Permanent Full-Time,Active,2025-10-06,,1.0
ED102320,Female,30,No,No,Aboriginal Education Officer,North Metro,Fixed Term,Active,2018-10-15,,1.0
ED102321,Male,67,No,No,Deputy Principal,South Metro,Permanent Part-Time,Terminated,2013-12-04,2023-10-11,0.6
ED102322,Female,52,No,No,Lead Teacher,South Metro,Fixed Term,Active,2012-10-02,,1.0
ED102323,Female,46,No,No,Teacher,Kimberley,Casual,Active,2011-02-07,,0.2
ED102324,Female,41,No,No,Education Assistant,North Metro,Fixed Term,Active,2016-06-17,,1.0
